M2,AMBIENTES,ANTIGUEDAD,BAÑOS,LATITUD,LONGITUD,COMUNA,DOLARES
110,4,20,2,-34.59915830958051,-58.385845462116365,COMUNA 01,270000
89,4,20,2,-34.57729343180786,-58.46700687790858,COMUNA 15,255000
33,2,20,1,-34.601738804150465,-58.38792352761703,COMUNA 01,75000
67,3,15,1,-34.65598038598539,-58.513175118933106,COMUNA 09,92000
126,4,5,1,-34.61357960111899,-58.425613013280795,COMUNA 05,265000
48,2,50,1,-34.571802732373065,-58.477548475127925,COMUNA 12,105000
46,2,20,1,-34.61438015524116,-58.43239084797256,COMUNA 06,95000
51,3,20,1,-34.575487837377075,-58.443850583882096,COMUNA 13,89900
52,2,3,2,-34.56333578825504,-58.492522198361186,COMUNA 12,138400
43,2,11,1,-34.56981138578048,-58.44164185104026,COMUNA 14,135000
31,1,5,1,-34.648004626032574,-58.37800228948351,COMUNA 04,59900
31,1,5,1,-34.648004626032574,-58.37800228948351,COMUNA 04,59900
39,2,30,1,-34.59398972172312,-58.4104356861499,COMUNA 02,90000
74,3,1,1,-34.631231242301595,-58.37513170606102,COMUNA 04,165000
40,1,7,1,-34.58631026908359,-58.424633442490226,COMUNA 14,125000
180,4,10,2,-34.56169943299393,-58.451219390270175,COMUNA 13,690000
42,2,5,1,-34.56364321135876,-58.45933923581515,COMUNA 13,108900
133,5,20,3,-34.595094737226155,-58.40452544353674,COMUNA 02,270000
62,3,20,1,-34.60227664622586,-58.39706403178578,COMUNA 03,120000
133,5,20,3,-34.595094737226155,-58.40452544353674,COMUNA 02,270000
60,2,5,1,-34.60261627973895,-58.409875157478716,COMUNA 03,110000
56,2,2,2,-34.57777424491495,-58.424299991280435,COMUNA 14,305000
35,1,4,1,-34.58318902843813,-58.44440218060375,COMUNA 14,90000
35,2,4,1,-34.58318902843813,-58.44440218060375,COMUNA 14,110000
35,1,2,1,-34.56356444334829,-58.4568561684536,COMUNA 13,90000
210,5,20,2,-34.58327337855722,-58.41156443129701,COMUNA 14,520000
175,5,20,4,-34.58834052877473,-58.406947872248715,COMUNA 02,530000
125,4,20,3,-34.565931972714466,-58.45200265048821,COMUNA 13,325000
119,4,10,2,-34.609435075746696,-58.46934007560194,COMUNA 11,270000
33,2,1,1,-34.60096548665247,-58.39552124084315,COMUNA 03,79000
92,5,15,1,-34.550251180318234,-58.45521369779722,COMUNA 13,235000
40,2,40,1,-34.56549819367739,-58.44031421210226,COMUNA 14,139000
81,3,13,2,-34.56600013322811,-58.43692239816578,COMUNA 14,230000
126,4,35,1,-34.57547624186649,-58.43830988648055,COMUNA 14,290000
20,2,20,1,-34.608672759651355,-58.422806882596085,COMUNA 05,43000
128,4,20,2,-34.55507327235064,-58.43764029456202,COMUNA 13,399000
80,4,30,1,-34.573225011359646,-58.48237959376088,COMUNA 12,169000
85,3,40,1,-34.601738804150465,-58.38792352761703,COMUNA 01,135000
48,2,10,1,-34.54546468826516,-58.47164808254642,COMUNA 12,126900
36,2,2,1,-34.586123290605165,-58.44254912033598,COMUNA 15,130000
38,2,20,1,-34.604508741080515,-58.40653873888776,COMUNA 03,72500
54,2,5,1,-34.61994045056314,-58.4597478964941,COMUNA 07,120000
81,3,4,1,-34.63352885778761,-58.44659564560052,COMUNA 07,189000
61,2,5,1,-34.54578865889461,-58.47234532205826,COMUNA 12,175000
24,2,55,1,-34.59694118175963,-58.384064761718435,COMUNA 01,67000
37,2,20,1,-34.5999600378057,-58.37543215653861,COMUNA 01,77000
81,3,65,1,-34.58962083815272,-58.383561569032345,COMUNA 01,295000
68,4,50,2,-34.60714465681893,-58.39507635038634,COMUNA 03,129000
34,2,50,1,-34.586467561028016,-58.40439618046566,COMUNA 02,75000
103,4,29,2,-34.620078055293106,-58.438710318557675,COMUNA 06,189000
64,3,14,1,-34.62840316001359,-58.46595066890846,COMUNA 07,128000
99,4,27,2,-34.620174334086286,-58.43853861315382,COMUNA 06,215000
72,3,35,1,-34.594802920866016,-58.41362734500101,COMUNA 02,195000
128,4,40,3,-34.584639984291144,-58.40517496564403,COMUNA 02,480000
128,4,40,3,-34.584639984291144,-58.40517496564403,COMUNA 02,480000
128,4,40,3,-34.584639984291144,-58.40517496564403,COMUNA 02,480000
56,3,20,1,-34.59993248266473,-58.44078476739189,COMUNA 15,118000
38,2,50,1,-34.61150487454707,-58.393261469121846,COMUNA 03,55000
35,2,35,1,-34.55083405096849,-58.45633579836981,COMUNA 13,78000
46,2,5,1,-34.62674366262819,-58.460186830529395,COMUNA 07,119000
31,1,20,1,-34.56189760998315,-58.461039357473275,COMUNA 13,83000
38,2,34,1,-34.59230050140449,-58.500686136250465,COMUNA 15,75000
103,4,29,2,-34.620078055293106,-58.438710318557675,COMUNA 06,189000
35,2,40,1,-34.62619009962964,-58.460868615256175,COMUNA 07,56000
111,5,20,2,-34.58438650248348,-58.42380034862347,COMUNA 14,300000
66,3,15,1,-34.62840316001359,-58.46595066890846,COMUNA 07,128000
49,2,36,1,-34.58712633379428,-58.4009017098719,COMUNA 02,125000
56,3,20,1,-34.65343180338214,-58.3889410414527,COMUNA 04,58000
52,3,36,1,-34.561368718587396,-58.46264670072545,COMUNA 13,108000
78,3,10,1,-34.572597068698734,-58.49289965612554,COMUNA 12,165000
85,4,36,1,-34.551141009986914,-58.4691929168751,COMUNA 13,205000
70,3,5,2,-34.612196155444,-58.423785722379705,COMUNA 05,185000
80,3,40,3,-34.58729043058462,-58.405428822574294,COMUNA 02,280000
18,2,100,1,-34.60880495950644,-58.376754979422024,COMUNA 01,45900
140,3,35,2,-34.57168853740288,-58.47741761164007,COMUNA 12,220000
120,3,45,2,-34.58936062738404,-58.41287939591589,COMUNA 14,297000
55,3,20,1,-34.616899824209824,-58.44865219383964,COMUNA 06,103000
36,1,5,1,-34.602219426241746,-58.42240407024618,COMUNA 05,66000
38,2,35,1,-34.621888675954345,-58.39819746861526,COMUNA 03,65000
34,2,20,1,-34.59120220164406,-58.39873210868869,COMUNA 02,59500
45,2,20,1,-34.58555840078596,-58.40600745944132,COMUNA 02,157000
62,3,50,1,-34.58945427404523,-58.41265843157277,COMUNA 14,150000
52,2,5,1,-34.553327981545834,-58.455762764996,COMUNA 13,160000
132,4,50,1,-34.619666905537755,-58.382936859329654,COMUNA 01,185000
132,4,50,1,-34.619666905537755,-58.382936859329654,COMUNA 01,185000
28,2,60,1,-34.60094407507055,-58.372630200555136,COMUNA 01,85000
220,4,30,3,-34.62710557293657,-58.46979456081989,COMUNA 07,350000
220,4,30,3,-34.62710557293657,-58.46979456081989,COMUNA 07,350000
160,4,35,2,-34.58355796594143,-58.40391868121677,COMUNA 02,444000
84,3,20,1,-34.5871730220461,-58.40118754949112,COMUNA 02,230000
134,4,20,2,-34.62137090474637,-58.44448155524452,COMUNA 06,220000
75,4,20,2,-34.55990604311642,-58.460056168363906,COMUNA 13,155000
80,3,2,2,-34.57720812592076,-58.43598358157428,COMUNA 14,310000
49,2,45,1,-34.566566910240105,-58.47797951080382,COMUNA 12,120000
38,2,6,1,-34.644680122075904,-58.37332803805634,COMUNA 04,79000
165,4,20,2,-34.62398866774167,-58.44677798219296,COMUNA 06,449000
223,5,30,2,-34.56440596488949,-58.43725119283553,COMUNA 14,675000
290,5,20,4,-34.58418142534786,-58.393854191512965,COMUNA 02,1400000
133,3,20,1,-34.62479688950101,-58.4662674675988,COMUNA 07,138000
58,3,30,1,-34.55928430637464,-58.4518154643385,COMUNA 13,137000
62,2,5,1,-34.578879711324944,-58.43389369884137,COMUNA 14,135000
78,3,30,1,-34.6114905527022,-58.40916521056438,COMUNA 03,110000
106,3,70,1,-34.57509323410632,-58.420593733350344,COMUNA 14,235000
40,2,50,1,-34.59172843753583,-58.41764925562749,COMUNA 14,93000
82,3,100,1,-34.61060120490969,-58.41161986033978,COMUNA 03,135000
45,2,40,1,-34.57549808707009,-58.41943162381165,COMUNA 14,143000
78,2,43,1,-34.584124909556586,-58.41275304364502,COMUNA 14,210000
62,2,5,1,-34.578879711324944,-58.43389369884137,COMUNA 14,135000
105,5,50,2,-34.60480348172185,-58.40218223386021,COMUNA 03,145000
70,3,50,1,-34.585690907129404,-58.43149383115652,COMUNA 14,169000
74,3,20,1,-34.62496307488736,-58.46277787798479,COMUNA 07,118000
48,3,50,1,-34.58552324610312,-58.443457445290775,COMUNA 15,92000
44,1,20,1,-34.58479072993247,-58.44456845510644,COMUNA 15,90000
44,1,20,1,-34.58479072993247,-58.44456845510644,COMUNA 15,90000
70,3,10,2,-34.623320718924305,-58.46981039279961,COMUNA 07,119000
68,3,42,2,-34.604153470252946,-58.4116304944073,COMUNA 03,140000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,125000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,125000
33,2,1,1,-34.60096548665247,-58.39552124084315,COMUNA 03,79000
68,3,42,2,-34.604153470252946,-58.4116304944073,COMUNA 03,140000
84,4,40,2,-34.59803575341458,-58.41315777114228,COMUNA 05,187000
84,4,40,2,-34.59803575341458,-58.41315777114228,COMUNA 05,187000
84,4,40,2,-34.59803575341458,-58.41315777114228,COMUNA 05,187000
80,4,12,2,-34.60331627576958,-58.41305890098404,COMUNA 05,178000
33,2,1,1,-34.60096548665247,-58.39552124084315,COMUNA 03,79000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,125000
78,3,20,1,-34.58479072993247,-58.44456845510644,COMUNA 15,149000
67,3,50,1,-34.58579468453535,-58.43827121926729,COMUNA 14,135000
137,4,35,2,-34.5872873420469,-58.40755328500443,COMUNA 02,325000
71,3,15,1,-34.574547856132696,-58.42183644933704,COMUNA 14,265000
105,3,60,1,-34.59817286727141,-58.38554885392456,COMUNA 01,189000
66,3,50,1,-34.59682008950777,-58.4003638389612,COMUNA 02,178000
74,3,35,2,-34.59155975861581,-58.40103805278597,COMUNA 02,180000
56,2,1,1,-34.56728929296956,-58.45620008558093,COMUNA 13,159000
107,4,30,2,-34.6136204331655,-58.423214469160115,COMUNA 05,145000
34,2,40,1,-34.61460202984712,-58.40287068456626,COMUNA 03,67000
225,5,35,2,-34.59177281705993,-58.40919851917501,COMUNA 02,535000
102,4,20,1,-34.63601853903728,-58.46888152967493,COMUNA 07,155000
38,1,3,1,-34.59127438237868,-58.508018876440104,COMUNA 11,95000
119,5,30,4,-34.58306077191893,-58.414072834161004,COMUNA 14,338000
65,3,35,1,-34.57550445280272,-58.42230703384513,COMUNA 14,165000
74,3,45,1,-34.60450950871873,-58.45830338657702,COMUNA 15,109000
111,3,15,2,-34.59405037545447,-58.414398144033576,COMUNA 14,282000
159,3,50,3,-34.583055333363205,-58.42651298014285,COMUNA 14,278000
44,2,20,1,-34.577713245318236,-58.41243755058849,COMUNA 14,160000
321,4,55,2,-34.59420742132912,-58.3800433073669,COMUNA 01,670000
44,2,30,1,-34.588761029916704,-58.40882214120789,COMUNA 02,105000
40,2,8,1,-34.57871878336993,-58.457095204511525,COMUNA 15,109000
104,3,7,2,-34.569235331628235,-58.43160941225165,COMUNA 14,357000
111,4,40,1,-34.57892643225914,-58.41347138279092,COMUNA 14,315000
148,3,5,2,-34.613398440280015,-58.35989716703764,COMUNA 01,1050000
53,2,30,1,-34.55572249532429,-58.44851845276195,COMUNA 13,150000
53,2,30,1,-34.55572249532429,-58.44851845276195,COMUNA 13,150000
44,2,1,1,-34.624693099108164,-58.37601349055853,COMUNA 01,150000
78,2,1,1,-34.624693099108164,-58.37601349055853,COMUNA 01,195000
34,2,50,1,-34.60428660929425,-58.389276765434246,COMUNA 01,70000
34,2,50,1,-34.60428660929425,-58.389276765434246,COMUNA 01,70000
76,3,4,2,-34.624693099108164,-58.37601349055853,COMUNA 01,250000
44,2,15,1,-34.61405637015302,-58.475542358776885,COMUNA 11,87000
33,2,5,1,-34.624693099108164,-58.37601349055853,COMUNA 01,95000
44,2,1,1,-34.624693099108164,-58.37601349055853,COMUNA 01,160000
44,2,3,1,-34.57121461441349,-58.4334991019017,COMUNA 14,260000
45,2,3,1,-34.570544318688015,-58.43449640741114,COMUNA 14,220000
45,2,3,1,-34.570544318688015,-58.43449640741114,COMUNA 14,220000
45,2,3,1,-34.570544318688015,-58.43449640741114,COMUNA 14,205000
45,2,3,1,-34.570544318688015,-58.43449640741114,COMUNA 14,205000
52,2,5,1,-34.592344552799965,-58.37692296301669,COMUNA 01,245000
221,5,13,4,-34.56510894636115,-58.43441543329892,COMUNA 14,1310000
221,5,13,4,-34.56510894636115,-58.43441543329892,COMUNA 14,1310000
172,3,11,3,-34.56510894636115,-58.43441543329892,COMUNA 14,1250000
172,3,11,3,-34.56510894636115,-58.43441543329892,COMUNA 14,1250000
109,3,20,1,-34.599778129231126,-58.39570781775682,COMUNA 03,190000
159,5,45,2,-34.58332399688484,-58.40427631154906,COMUNA 14,340000
159,5,45,2,-34.58332399688484,-58.40427631154906,COMUNA 14,340000
223,4,30,3,-34.56440596488949,-58.43725119283553,COMUNA 14,675000
40,2,20,1,-34.60120698960161,-58.39985123463112,COMUNA 03,73000
16,2,70,1,-34.60281528496566,-58.38646324577219,COMUNA 01,40000
48,2,40,1,-34.6228880369838,-58.39275933353575,COMUNA 03,72900
80,3,40,3,-34.58729043058462,-58.405428822574294,COMUNA 02,280000
80,3,40,3,-34.58729043058462,-58.405428822574294,COMUNA 02,280000
58,3,10,1,-34.54311286571689,-58.46160087267696,COMUNA 13,195000
73,3,35,1,-34.553233069897786,-58.44893839035014,COMUNA 13,230000
36,1,70,1,-34.61171678592655,-58.41133545433449,COMUNA 03,63000
60,3,30,1,-34.57572127757058,-58.44076422871243,COMUNA 14,145000
89,3,8,2,-34.5701762126893,-58.432228786947384,COMUNA 14,470000
34,2,35,1,-34.6035510029051,-58.41810548953286,COMUNA 05,71000
45,2,3,1,-34.594593887426505,-58.442045662431745,COMUNA 15,107000
40,2,20,1,-34.5577887829447,-58.451884317467254,COMUNA 13,127000
65,2,2,1,-34.62525260545126,-58.36638114359459,COMUNA 04,180000
60,3,10,1,-34.68491929893829,-58.46828744972042,COMUNA 08,65000
50,2,1,1,-34.553972758514384,-58.49434612527763,COMUNA 12,108000
33,1,20,1,-34.603580498026965,-58.378109876190045,COMUNA 01,79000
70,3,20,1,-34.613123762749204,-58.381739477895266,COMUNA 01,149000
37,2,20,1,-34.6143361118654,-58.41593362173679,COMUNA 05,85000
38,2,20,1,-34.61409152857649,-58.380379932457764,COMUNA 01,68000
39,2,20,1,-34.609974543480725,-58.38608081384083,COMUNA 01,80000
121,4,20,1,-34.62116491258517,-58.43397419624603,COMUNA 06,216000
67,3,20,1,-34.594006862603905,-58.39320780664419,COMUNA 02,235000
88,3,20,1,-34.61107393135468,-58.48205005104354,COMUNA 11,145000
88,4,20,1,-34.61107393135468,-58.48205005104354,COMUNA 11,145000
53,2,10,1,-34.556913204928215,-58.44082375815154,COMUNA 13,163500
41,2,20,1,-34.611535727257284,-58.481446788240184,COMUNA 11,77000
47,2,20,1,-34.60456982772566,-58.39517939995178,COMUNA 03,77500
41,2,20,1,-34.611535727257284,-58.481446788240184,COMUNA 11,77000
38,2,1,1,-34.57782085217941,-58.4311003967854,COMUNA 14,105000
64,3,35,1,-34.606642439739645,-58.490894481092994,COMUNA 11,125000
84,3,9,2,-34.57952603470221,-58.481902967088956,COMUNA 12,250000
65,2,16,1,-34.574572513930605,-58.42166928652539,COMUNA 14,309000
68,2,7,2,-34.58344470581953,-58.43383981114988,COMUNA 14,280000
41,2,20,1,-34.611535727257284,-58.481446788240184,COMUNA 11,77000
52,2,40,1,-34.59495912353483,-58.39331787180485,COMUNA 02,168000
96,3,6,2,-34.58186359241245,-58.43002995215094,COMUNA 14,538000
164,4,25,3,-34.55670830185621,-58.45707243512154,COMUNA 13,370000
59,4,25,1,-34.557906716450795,-58.48461268920599,COMUNA 12,150000
34,1,5,1,-34.634571795642174,-58.47712793791697,COMUNA 10,60000
192,4,1,3,-34.59286911557192,-58.42276061986374,COMUNA 14,590000
280,4,50,2,-34.586099803738165,-58.38744619977736,COMUNA 02,510000
44,2,1,1,-34.55460714327178,-58.439298060022466,COMUNA 13,133000
199,5,65,3,-34.56368291489641,-58.4426824005453,COMUNA 14,445000
62,2,10,1,-34.576400859457216,-58.43492253883441,COMUNA 14,194000
58,2,20,1,-34.63800079478618,-58.369972022871245,COMUNA 04,85000
47,2,20,1,-34.54666423932897,-58.45933107255772,COMUNA 13,120000
103,3,20,2,-34.570410203329175,-58.4912611823147,COMUNA 12,175000
258,4,70,2,-34.58057781566909,-58.40475015250147,COMUNA 14,1050000
166,3,56,2,-34.60769934052756,-58.38634895606178,COMUNA 01,220000
49,2,40,1,-34.5872873420469,-58.40755328500443,COMUNA 02,160000
35,2,20,1,-34.557822542405376,-58.44848285285279,COMUNA 13,87000
79,2,42,1,-34.615565604651245,-58.43009960124788,COMUNA 06,160000
74,3,46,1,-34.61828243092741,-58.4395272780695,COMUNA 06,143000
50,3,36,1,-34.56728929296956,-58.45620008558093,COMUNA 13,120000
54,1,4,1,-34.5942869185415,-58.430215643872025,COMUNA 15,105000
108,2,20,1,-34.588056977775224,-58.404180236320364,COMUNA 02,128000
108,2,20,1,-34.588056977775224,-58.404180236320364,COMUNA 02,128000
108,2,20,1,-34.588056977775224,-58.404180236320364,COMUNA 02,128000
50,3,20,1,-34.579457668686516,-58.42885120035036,COMUNA 14,120000
76,2,40,1,-34.573852014729184,-58.483437204755326,COMUNA 12,145000
33,2,5,1,-34.604890040797116,-58.415762818085014,COMUNA 05,91000
33,2,5,1,-34.604890040797116,-58.415762818085014,COMUNA 05,91000
84,4,40,2,-34.59803575341458,-58.41315777114228,COMUNA 05,187000
42,2,42,1,-34.596536683760164,-58.39871749661521,COMUNA 02,126000
42,2,42,1,-34.596536683760164,-58.39871749661521,COMUNA 02,126000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,125000
92,4,40,2,-34.568632147480095,-58.45084085223979,COMUNA 13,190000
43,3,20,1,-34.567325583110645,-58.47266773798082,COMUNA 13,122000
141,4,4,3,-34.579059666971524,-58.48679075679412,COMUNA 12,490000
70,3,6,2,-34.59937797206151,-58.41219909695632,COMUNA 05,250000
60,2,13,1,-34.5708384592548,-58.43303410906884,COMUNA 14,169000
114,4,20,2,-34.59353264232935,-58.381743284987316,COMUNA 01,320000
114,4,20,2,-34.59353264232935,-58.381743284987316,COMUNA 01,320000
80,4,50,1,-34.597958650238574,-58.372712242179354,COMUNA 01,165000
142,4,20,2,-34.59252295272146,-58.41123438952157,COMUNA 02,280000
142,4,20,2,-34.59252295272146,-58.41123438952157,COMUNA 02,280000
280,6,50,3,-34.578440327410284,-58.410742856374156,COMUNA 14,890000
56,3,2,1,-34.619207208570664,-58.47153588495009,COMUNA 07,90000
47,2,50,1,-34.59295743469183,-58.376984562286864,COMUNA 01,115000
163,4,95,2,-34.59285108071137,-58.38582413148284,COMUNA 01,480000
77,3,60,1,-34.58641306301118,-58.41419281813303,COMUNA 14,150000
22,1,55,1,-34.603101337103816,-58.38950375722629,COMUNA 01,52500
68,3,50,2,-34.60716751578951,-58.396158098238274,COMUNA 03,129000
52,3,20,1,-34.60609448139635,-58.4213807402882,COMUNA 05,114000
48,2,2,1,-34.5942869185415,-58.430215643872025,COMUNA 15,145000
53,2,4,2,-34.55502547753941,-58.4670783884611,COMUNA 13,142655
106,4,50,2,-34.61112791329184,-58.403128103009465,COMUNA 03,125000
153,4,20,2,-34.56510894636115,-58.43441543329892,COMUNA 14,460000
45,2,20,1,-34.59898359005038,-58.43978183050179,COMUNA 15,80000
68,3,20,1,-34.636180616429726,-58.49367831512229,COMUNA 10,125500
35,2,20,1,-34.60232241771991,-58.43463519664638,COMUNA 15,75000
67,2,20,1,-34.58479523024651,-58.40709696783235,COMUNA 14,190000
160,4,20,4,-34.569546388168575,-58.43910137625482,COMUNA 14,465000
160,5,20,4,-34.569546388168575,-58.43910137625482,COMUNA 14,465000
54,3,20,1,-34.562468014754394,-58.462113672760886,COMUNA 13,145000
48,2,20,1,-34.6054653398365,-58.453521087559224,COMUNA 15,90000
180,5,10,4,-34.548219209736565,-58.45571598617793,COMUNA 13,640000
67,2,20,1,-34.59073217273093,-58.51150479283965,COMUNA 11,88000
32,1,65,1,-34.587003353180855,-58.38862007928515,COMUNA 02,69000
37,1,30,1,-34.59091185911913,-58.41897112758875,COMUNA 14,78000
55,2,4,2,-34.55502547753941,-58.4670783884611,COMUNA 13,148000
120,4,30,2,-34.56220852980983,-58.4425152263026,COMUNA 13,340000
154,5,30,1,-34.56816728939856,-58.45983683766893,COMUNA 13,395000
52,3,26,1,-34.60541158432338,-58.406932036682996,COMUNA 03,88000
95,3,50,2,-34.6019896241015,-58.42086981756059,COMUNA 05,169000
71,3,20,1,-34.55897711982184,-58.453763349070556,COMUNA 13,188000
77,3,1,2,-34.560802130734956,-58.46604662990738,COMUNA 13,199000
80,4,36,2,-34.57482606420913,-58.46116446597864,COMUNA 13,175000
23,1,50,1,-34.597158678601645,-58.40514656116432,COMUNA 02,62000
95,3,12,1,-34.55144564522076,-58.462293332109745,COMUNA 13,220000
93,3,15,1,-34.55389577573884,-58.45934971281967,COMUNA 13,178000
150,4,50,2,-34.589323959507986,-58.39958474594797,COMUNA 02,415000
48,2,20,1,-34.6054653398365,-58.453521087559224,COMUNA 15,90000
230,5,20,4,-34.561288407565954,-58.45041351298727,COMUNA 13,560000
80,4,50,1,-34.597958650238574,-58.372712242179354,COMUNA 01,165000
56,1,50,1,-34.58836673036502,-58.404608573797894,COMUNA 02,119000
28,1,20,1,-34.59101713461902,-58.402539010238826,COMUNA 02,67000
50,2,4,1,-34.58326429455068,-58.444502648840704,COMUNA 15,170000
51,2,5,1,-34.60690989922805,-58.430673753444786,COMUNA 06,125000
50,2,4,1,-34.58326429455068,-58.444502648840704,COMUNA 15,170000
42,2,20,1,-34.59809151534386,-58.411780162619294,COMUNA 03,102000
23,2,20,1,-34.624407886756785,-58.417741573101644,COMUNA 05,55000
81,3,40,2,-34.559270445306765,-58.46329280726914,COMUNA 13,215000
75,4,20,2,-34.59147310269048,-58.40956085982429,COMUNA 02,219000
81,3,40,2,-34.559270445306765,-58.46329280726914,COMUNA 13,215000
113,3,10,1,-34.54173438039129,-58.46321733833334,COMUNA 13,590000
65,4,20,1,-34.598191108168876,-58.38541924102014,COMUNA 01,148000
90,3,20,2,-34.594737795988266,-58.38732218097704,COMUNA 02,325000
81,3,40,2,-34.559270445306765,-58.46329280726914,COMUNA 13,215000
81,3,40,2,-34.559270445306765,-58.46329280726914,COMUNA 13,215000
140,5,50,1,-34.609987887900274,-58.387452780253035,COMUNA 01,175000
59,3,10,2,-34.62726289707096,-58.43726780376364,COMUNA 06,159000
92,4,20,1,-34.577849814656304,-58.406144286767216,COMUNA 14,269000
73,4,20,2,-34.581078051866186,-58.449433041766184,COMUNA 13,180000
55,2,20,1,-34.594367823023056,-58.390106971834186,COMUNA 02,190000
120,4,20,2,-34.6220607552774,-58.44229173549303,COMUNA 06,179000
66,3,1,1,-34.569726565339124,-58.476503847560224,COMUNA 12,186000
66,3,1,1,-34.569726565339124,-58.476503847560224,COMUNA 12,186000
34,2,30,1,-34.58907697568644,-58.41868643783713,COMUNA 14,110000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,125000
68,3,42,2,-34.604153470252946,-58.4116304944073,COMUNA 03,140000
33,2,1,1,-34.60096548665247,-58.39552124084315,COMUNA 03,79000
60,3,11,2,-34.60331627576958,-58.41305890098404,COMUNA 05,163000
53,3,30,1,-34.604096723168034,-58.41458446491726,COMUNA 05,125000
68,3,42,2,-34.604153470252946,-58.4116304944073,COMUNA 03,140000
36,1,1,1,-34.57095048634939,-58.48589553795053,COMUNA 12,95000
76,3,60,3,-34.561820027549444,-58.45131296347547,COMUNA 13,180000
45,3,55,1,-34.58811829447801,-58.411653091892795,COMUNA 14,119500
120,4,30,2,-34.56220852980983,-58.4425152263026,COMUNA 13,340000
102,4,40,2,-34.56986462460363,-58.45758113878882,COMUNA 13,220000
176,4,60,2,-34.59054183857459,-58.3848671975852,COMUNA 01,760000
234,5,90,2,-34.591471848523014,-58.38002942108303,COMUNA 01,720000
44,2,20,1,-34.577856853030355,-58.48192981702573,COMUNA 12,117000
73,3,20,1,-34.61925230437197,-58.49879634139275,COMUNA 10,109000
87,3,20,1,-34.59789796363618,-58.435502394806306,COMUNA 15,175000
66,2,26,1,-34.56038882049642,-58.44415998095918,COMUNA 13,155000
70,3,12,2,-34.60331627576958,-58.41305890098404,COMUNA 05,156000
47,2,1,1,-34.59664478091749,-58.418805014530705,COMUNA 14,140000
84,4,40,2,-34.59803575341458,-58.41315777114228,COMUNA 05,187000
84,4,40,2,-34.59803575341458,-58.41315777114228,COMUNA 05,187000
83,3,35,2,-34.60510328220424,-58.5082785415811,COMUNA 11,174900
189,5,70,3,-34.589916777620076,-58.38583051888385,COMUNA 01,720000
33,1,5,1,-34.6151796192619,-58.502722397012796,COMUNA 10,70000
60,3,10,1,-34.605773317303445,-58.453933410724346,COMUNA 06,130000
234,5,90,2,-34.591471848523014,-58.38002942108303,COMUNA 01,720000
45,2,20,1,-34.63259354630994,-58.457578565794726,COMUNA 07,82000
23,1,50,1,-34.60009781845497,-58.37810054338538,COMUNA 01,50500
48,2,75,1,-34.59921075384477,-58.402518638948266,COMUNA 03,115000
60,3,20,1,-34.6238281044495,-58.48063849184804,COMUNA 10,100000
88,4,40,3,-34.56472461836412,-58.441246033473156,COMUNA 14,204900
44,2,20,1,-34.605976882671,-58.39644423648076,COMUNA 03,87000
65,3,20,1,-34.60383191720814,-58.455029535097395,COMUNA 15,99000
56,3,20,1,-34.607068355500424,-58.45955007680044,COMUNA 06,112000
79,4,20,2,-34.59318641235172,-58.424662444638756,COMUNA 14,210000
90,3,40,1,-34.56472461836412,-58.441246033473156,COMUNA 14,240000
288,5,50,4,-34.57720524759145,-58.407068772715924,COMUNA 14,950000
205,5,80,3,-34.59266163283639,-58.39081176742895,COMUNA 02,570000
155,4,35,2,-34.58970070456443,-58.38349758728883,COMUNA 01,510000
70,3,60,1,-34.5868472698447,-58.38846108075115,COMUNA 02,235000
40,2,20,1,-34.606960700752765,-58.51460729621496,COMUNA 11,89000
117,3,10,2,-34.62031443759582,-58.365451445376934,COMUNA 01,520000
144,3,5,2,-34.58582326022717,-58.41311845077614,COMUNA 14,420000
61,3,20,1,-34.644635414504144,-58.49707949590929,COMUNA 09,98000
65,1,5,1,-34.56409860527989,-58.464846868668005,COMUNA 13,179000
57,2,10,1,-34.597066256700614,-58.41171684453407,COMUNA 02,134000
165,5,20,2,-34.61321899654276,-58.42479776844905,COMUNA 05,325000
88,4,20,2,-34.55015161752366,-58.47013613571929,COMUNA 13,165000
165,5,20,2,-34.61321899654276,-58.42479776844905,COMUNA 05,325000
100,3,10,3,-34.54487214484133,-58.4598191608537,COMUNA 13,298000
68,3,4,1,-34.61719117505684,-58.4732368947668,COMUNA 11,155000
37,1,3,1,-34.55619450127151,-58.45616310092482,COMUNA 13,90000
91,2,20,1,-34.60067990262268,-58.407649215093365,COMUNA 03,99000
33,1,20,1,-34.60440183030345,-58.390704469643666,COMUNA 01,64000
80,4,20,1,-34.54239114075137,-58.471287016694234,COMUNA 13,170000
89,4,2,1,-34.576762587974144,-58.45982011232197,COMUNA 13,235000
39,2,40,1,-34.59171068196149,-58.40725861790164,COMUNA 02,91500
52,2,3,2,-34.56333578825504,-58.492522198361186,COMUNA 12,138400
89,4,2,1,-34.576762587974144,-58.45982011232197,COMUNA 13,235000
43,2,3,1,-34.57130368724889,-58.47920226559413,COMUNA 12,78000
286,4,35,2,-34.57321184173464,-58.41924014341283,COMUNA 14,1100000
